,title,url
0,Job opportunity: Project Co-ordinator,https://www.ucl.ac.uk/urban-lab/news/2022/apr/job-opportunity-project-co-ordinator
1,Call for Papers: Deadline 24 April 2022,https://www.ucl.ac.uk/urban-lab/news/2022/apr/call-papers-deadline-24-april-2022
2,Seeking an Urban Room Curator,https://www.ucl.ac.uk/urban-lab/news/2022/mar/seeking-urban-room-curator
3,UCL Urban Laboratory's MASc Global Urbanism open to applicants,https://www.ucl.ac.uk/urban-lab/news/2022/mar/ucl-urban-laboratorys-masc-global-urbanism-open-applicants
4,Olympic Legacy Conference: Call for Contributions,https://www.ucl.ac.uk/urban-lab/news/2022/mar/olympic-legacy-conference-call-contributions
5,Urban Walks Series,https://www.ucl.ac.uk/urban-lab/news/2022/feb/urban-walks-series-0
6,The Bartlett expands flagship Promise Scholarship to Sub-Saharan Africa,https://www.ucl.ac.uk/bartlett/news/2021/dec/bartlett-expands-flagship-promise-scholarship-sub-saharan-africa
7,UCL SSEES FRINGE Centre - call for proposals,https://www.ucl.ac.uk/urban-lab/news/2021/nov/ucl-ssees-fringe-centre-call-proposals
8,Film screening: Breathing Space,https://www.ucl.ac.uk/urban-lab/news/2021/oct/film-screening-breathing-space
9,Black Urbanisms: a new podcast series from UCL Urban Laboratory,https://www.ucl.ac.uk/bartlett/news/2021/sep/black-urbanisms-new-podcast-series-ucl-urban-laboratory
10,Urban Laboratory Open House,https://www.ucl.ac.uk/urban-lab/news/2021/sep/urban-laboratory-open-house
11,UCL Urban Laboratory joins The Bartlett,https://www.ucl.ac.uk/bartlett/news/2021/sep/ucl-urban-laboratory-joins-bartlett
12,Urban Laboratory publishes 2019 - 2020 Activities Report,https://www.ucl.ac.uk/urban-lab/news/2021/jun/urban-laboratory-publishes-2019-2020-activities-report
13,"""Thinking Like a Climate"" book launch",https://www.ucl.ac.uk/urban-lab/news/2021/may/thinking-climate-book-launch
14,"Launch of Postgrad Urbanists, invitation to participate",https://www.ucl.ac.uk/urban-lab/news/2021/may/launch-postgrad-urbanists-invitation-participate-0
15,"Policy-making workshop: COVID, culture and freelance work in London",https://www.ucl.ac.uk/urban-lab/news/2021/apr/policy-making-workshop-covid-culture-and-freelance-work-london
16,Urban Agency III: Towards a sustainable integration of disciplines in urban studies,https://www.ucl.ac.uk/urban-lab/news/2021/mar/urban-agency-iii-towards-sustainable-integration-disciplines-urban-studies
17,Trans Urbanisms: Documenting and Creating Venues for Trans and Non-Binary Communities in London,https://www.ucl.ac.uk/urban-lab/news/2021/jan/trans-urbanisms-documenting-and-creating-venues-trans-and-non-binary-communities
18,The Palestinian Museum's 2nd Annual Conference,https://www.ucl.ac.uk/urban-lab/news/2020/dec/palestinian-museums-2nd-annual-conference
19,CfP ‘Night Stories: Urban Narratives of Migrant Lives in Europe’,https://www.ucl.ac.uk/urban-lab/news/2020/oct/cfp-night-stories-urban-narratives-migrant-lives-europe
20,Call for contributions: ‘Emergency’ student roundtable,https://www.ucl.ac.uk/urban-lab/news/2020/oct/call-contributions-emergency-student-roundtable
21,Introduction to the Urban Lab for new and returning UCL students,https://www.ucl.ac.uk/urban-lab/news/2020/sep/introduction-urban-lab-new-and-returning-ucl-students
22,Emergency: introducing Urban Lab's 2020/21 annual theme,https://www.ucl.ac.uk/urban-lab/news/2020/sep/emergency-introducing-urban-labs-202021-annual-theme
23,Further additions made to Urban Laboratory Steering Committee,https://www.ucl.ac.uk/urban-lab/news/2020/aug/further-additions-made-urban-laboratory-steering-committee
24,Ben Campkin interviews London Night Czar Amy Lamé,https://www.ucl.ac.uk/urban-lab/news/2020/jul/ben-campkin-interviews-london-night-czar-amy-lame
25,Staff promotions for 2019-20 announced by UCL,https://www.ucl.ac.uk/urban-lab/news/2020/jul/staff-promotions-2019-20-announced-ucl
26,Lo Marshall selected as an 'emerging voice in architecture',https://www.ucl.ac.uk/urban-lab/news/2020/jun/lo-marshall-selected-emerging-voice-architecture
27,Waste Photo Competition - winner announced,https://www.ucl.ac.uk/urban-lab/news/2020/jun/waste-photo-competition-winner-announced
28,Pablo Sendra and Rodney Harrison join Urban Laboratory Steering Committee,https://www.ucl.ac.uk/urban-lab/news/2020/may/pablo-sendra-and-rodney-harrison-join-urban-laboratory-steering-committee
29,Groundbreakers report on community mapping workshops published,https://www.ucl.ac.uk/urban-lab/news/2020/may/groundbreakers-report-community-mapping-workshops-published
30,Planning the Unplannable: what next for the still unpublished London Plan post-Covid 19?,https://www.ucl.ac.uk/urban-lab/news/2020/may/planning-unplannable-what-next-still-unpublished-london-plan-post-covid-19
31,Website on migrant night spaces in Europe launched,https://www.ucl.ac.uk/urban-lab/news/2020/may/website-migrant-night-spaces-europe-launched
32,"Report published on LGBTQ+ spaces in Camden, 1986-present",https://www.ucl.ac.uk/urban-lab/news/2020/apr/report-published-lgbtq-spaces-camden-1986-present
33,Urban Pamphleteer #8: Skateboardings published online,https://www.ucl.ac.uk/urban-lab/news/2020/apr/urban-pamphleteer-8-skateboardings-published-online
34,UCL Urban Lab Photo Competition 2020: ‘Waste’,https://www.ucl.ac.uk/urban-lab/news/2020/apr/ucl-urban-lab-photo-competition-2020-waste
35,Life Stories from Bar Elias - video produced as part of research co-conducted by DPU's Camillo Boano,https://www.ucl.ac.uk/bartlett/development/news/2020/apr/life-stories-bar-elias-video-produced-part-research-co-conducted-dpus-camillo-boano
36,‘Stay at Home’: Housing as a pivotal infrastructure of care?,https://www.ucl.ac.uk/urban-lab/news/2020/apr/stay-home-housing-pivotal-infrastructure-care
37,Audio: Sexuality at Home,https://www.ucl.ac.uk/urban-lab/news/2020/apr/audio-sexuality-home
38,Watch: Urban Lab Films available to stream at home,https://www.ucl.ac.uk/urban-lab/news/2020/mar/watch-urban-lab-films-available-stream-home
39,Housing academics write open letter to UK government on coronavirus,https://www.ucl.ac.uk/urban-lab/news/2020/mar/housing-academics-write-open-letter-uk-government-coronavirus
40,Lo Marshall appointed as Research Fellow,https://www.ucl.ac.uk/urban-lab/news/2020/mar/lo-marshall-appointed-research-fellow
41,UCL Urban Laboratory statement on coronavirus,https://www.ucl.ac.uk/urban-lab/news/2020/mar/ucl-urban-laboratory-statement-coronavirus
42,Study on safety in London's public spaces for women and girls released,https://www.ucl.ac.uk/urban-lab/news/2020/mar/study-safety-londons-public-spaces-women-and-girls-released
43,UCL Urban Laboratory is now 100% Powered by Plants,https://www.ucl.ac.uk/urban-lab/news/2020/feb/ucl-urban-laboratory-now-100-powered-plants
44,New-builds and the climate emergency,https://www.ucl.ac.uk/urban-lab/news/2020/feb/new-builds-and-climate-emergency
45,Circulations of Zero Waste: Policy and planning ideas across London and Paris,https://www.ucl.ac.uk/urban-lab/news/2020/feb/circulations-zero-waste-policy-and-planning-ideas-across-london-and-paris
46,Waste: eight interdisciplinary projects funded in latest call,https://www.ucl.ac.uk/urban-lab/news/2020/feb/waste-eight-interdisciplinary-projects-funded-latest-call
47,Ellie Cosgrave awarded Performing Place project funding,https://www.ucl.ac.uk/urban-lab/news/2020/jan/ellie-cosgrave-awarded-performing-place-project-funding
48,Highlights from Urban Laboratory activities in 2019 featured in The Bartlett Review,https://www.ucl.ac.uk/urban-lab/news/2020/jan/highlights-urban-laboratory-activities-2019-featured-bartlett-review
49,Opportunity: Postdoctoral Research Associate,https://www.ucl.ac.uk/urban-lab/news/2020/jan/opportunity-postdoctoral-research-associate
50,Evaluating the impact of university development on urban areas and heritage,https://www.ucl.ac.uk/urban-lab/news/2019/dec/evaluating-impact-university-development-urban-areas-and-heritage
51,Call for Proposals - Night Scenes roundtable,https://www.ucl.ac.uk/urban-lab/news/2019/dec/call-proposals-night-scenes-roundtable
52,Caribbean School of Architecture urban study visit to London,https://www.ucl.ac.uk/urban-lab/news/2019/dec/caribbean-school-architecture-urban-study-visit-london
53,Italy and the United Kingdom: Exchanges and Transcultural Influences in Postwar Architecture,https://www.ucl.ac.uk/urban-lab/news/2019/nov/italy-and-united-kingdom-exchanges-and-transcultural-influences-postwar-architecture
54,Centre for Critical Heritage Studies symposium: Current discourses and challenges,https://www.ucl.ac.uk/urban-lab/news/2019/nov/centre-critical-heritage-studies-symposium-current-discourses-and-challenges
55,University of Toronto hosts international gathering of urban institutes,https://www.ucl.ac.uk/urban-lab/news/2019/oct/university-toronto-hosts-international-gathering-urban-institutes
56,"Applications open for ESRC doctoral funding on Urban Studies, Transport, Architectural Space pathway",https://www.ucl.ac.uk/urban-lab/news/2019/oct/applications-open-esrc-doctoral-funding-urban-studies-transport-architectural-space
57,Clare Melhuish to present Urban Laboratory work at Unifesp in São Paulo,https://www.ucl.ac.uk/urban-lab/news/2019/oct/clare-melhuish-present-urban-laboratory-work-unifesp-sao-paulo
58,Call for 'Waste' Event Proposals - January deadline,https://www.ucl.ac.uk/urban-lab/news/2019/oct/call-waste-event-proposals-january-deadline
59,Waste: two interdisciplinary projects funded in events call,https://www.ucl.ac.uk/urban-lab/news/2019/oct/waste-two-interdisciplinary-projects-funded-events-call
60,IAS Junior Research Fellowship 2019-20,https://www.ucl.ac.uk/urban-lab/news/2019/aug/ias-junior-research-fellowship-2019-20
61,Urban Verticality Photo Competition - winner announced,https://www.ucl.ac.uk/urban-lab/news/2019/aug/urban-verticality-photo-competition-winner-announced
62,Urban Laboratory publishes 2015 - 2018 Activities Report,https://www.ucl.ac.uk/urban-lab/news/2019/aug/urban-laboratory-publishes-2015-2018-activities-report
63,Call for 'Waste' Event Proposals - September deadline,https://www.ucl.ac.uk/urban-lab/news/2019/aug/call-waste-event-proposals-september-deadline
64,Playwright Nicola Baldwin appointed UCL Creative Fellow,https://www.ucl.ac.uk/urban-lab/news/2019/jul/playwright-nicola-baldwin-appointed-ucl-creative-fellow
65,Staff promotions for 2018–19 announced by UCL,https://www.ucl.ac.uk/urban-lab/news/2019/jul/staff-promotions-2018-19-announced-ucl
66,Call for Event Proposals connected to our 2019-20 annual theme 'Waste',https://www.ucl.ac.uk/urban-lab/news/2019/jun/call-event-proposals-connected-our-2019-20-annual-theme-waste
67,Call for Papers - At the frontiers of the urban: thinking concepts and practices globally,https://www.ucl.ac.uk/urban-lab/news/2019/jun/call-papers-frontiers-urban-thinking-concepts-and-practices-globally
68,UCL Urban Lab Photo Competition 2019: ‘Urban Verticality’,https://www.ucl.ac.uk/urban-lab/news/2019/jun/ucl-urban-lab-photo-competition-2019-urban-verticality
69,Collaborative research theme launched with UCL Institute of Advanced Studies: Waste,https://www.ucl.ac.uk/urban-lab/news/2019/jun/collaborative-research-theme-launched-ucl-institute-advanced-studies-waste
70,Artwork by Urban Lab researcher permanently installed in UCL's Student Centre,https://www.ucl.ac.uk/urban-lab/news/2019/may/artwork-urban-lab-researcher-permanently-installed-ucls-student-centre
71,The DPU summerLab team is delighted to announce the launch of the programme for 2019,https://www.ucl.ac.uk/bartlett/development/news/2019/may/dpu-summerlab-team-delighted-announce-launch-programme-2019
72,New partnership with Camden Council to research local LGBTQ+ Spaces and Communities,https://www.ucl.ac.uk/urban-lab/news/2019/apr/new-partnership-camden-council-research-local-lgbtq-spaces-and-communities
73,Urban Laboratory research contributes to Whitechapel Gallery exhibition on London’s LGBTQ+ venues,https://www.ucl.ac.uk/urban-lab/news/2019/apr/urban-laboratory-research-contributes-whitechapel-gallery-exhibition-londons-lgbtq
74,"Urban sound, performance and transnational identities - Call for Participants",https://www.ucl.ac.uk/urban-lab/news/2019/feb/urban-sound-performance-and-transnational-identities-call-participants
75,"City, Essay, Film - Call for Contributions",https://www.ucl.ac.uk/urban-lab/news/2019/feb/city-essay-film-call-contributions
76,Call for Papers: Historical Perspectives on Urban Infrastructures,https://www.ucl.ac.uk/urban-lab/news/2019/feb/call-papers-historical-perspectives-urban-infrastructures
77,"THE CAMP: Conversations around the making and un-making of bodies, space and time",https://www.ucl.ac.uk/urban-lab/news/2019/jan/camp-conversations-around-making-and-un-making-bodies-space-and-time
78,Research Culture at UCL: Bartlett and UCL Urban Laboratory focus group,https://www.ucl.ac.uk/urban-lab/news/2019/jan/research-culture-ucl-bartlett-and-ucl-urban-laboratory-focus-group
79,'Power to the Citizen!' manifesto launched,https://www.ucl.ac.uk/urban-lab/news/2018/dec/power-citizen-manifesto-launched
80,"Applications open for ESRC doctoral funding on Urban Studies, Transport Architectural Space pathway",https://www.ucl.ac.uk/urban-lab/news/2018/oct/applications-open-esrc-doctoral-funding-urban-studies-transport-architectural-space
81,Counterspeculations audiotour of the City of London launched,https://www.ucl.ac.uk/urban-lab/news/2018/oct/counterspeculations-audiotour-city-london-launched
82,Call for Papers: The Idea of the Public in Asia,https://www.ucl.ac.uk/urban-lab/news/2018/oct/call-papers-idea-public-asia
83,Histories of Global London - two new Urban Lab elective modules for UCL postgraduates,https://www.ucl.ac.uk/urban-lab/news/2018/sep/histories-global-london-two-new-urban-lab-elective-modules-ucl-postgraduates
84,Urban Laboratory Lecture Series Autumn 2018,https://www.ucl.ac.uk/urban-lab/news/2018/sep/urban-laboratory-lecture-series-autumn-2018
85,MSc Urban Studies students review Richard Florida's 'The New Urban Crisis',https://www.ucl.ac.uk/urban-lab/news/2018/sep/msc-urban-studies-students-review-richard-floridas-new-urban-crisis
86,Unmoored Cities: what speculative futures exist for cities in the face of climate change?,https://www.ucl.ac.uk/urban-lab/news/2018/aug/unmoored-cities-what-speculative-futures-exist-cities-face-climate-change
87,Ben Campkin appointed Professor in latest UCL staff promotions,https://www.ucl.ac.uk/urban-lab/news/2018/jul/ben-campkin-appointed-professor-latest-ucl-staff-promotions
88,"Urban Pamphleteer #7, LGBTQ+ Night-time Spaces: Past, Present + Future published online and in print",https://www.ucl.ac.uk/urban-lab/news/2018/jul/urban-pamphleteer-7-lgbtq-night-time-spaces-past-present-future-published-online-and
89,UCL Urban Laboratory launches survey on future research and activities,https://www.ucl.ac.uk/urban-lab/news/2018/jul/ucl-urban-laboratory-launches-survey-future-research-and-activities
90,Urban Laboratory research contributes to UCL placing on Stonewall's Top 100 employers list,https://www.ucl.ac.uk/urban-lab/news/2018/jul/urban-laboratory-research-contributes-ucl-placing-stonewalls-top-100-employers-list
91,Dr Ben Campkin contributes to Urban Omnibus series on queer spaces and activism,https://www.ucl.ac.uk/urban-lab/news/2018/jul/dr-ben-campkin-contributes-urban-omnibus-series-queer-spaces-and-activism
92,Dr Claire Colomb appointed as Academic Director (Paris) for UCL Cities partnerships Programme,https://www.ucl.ac.uk/urban-lab/news/2018/jun/dr-claire-colomb-appointed-academic-director-paris-ucl-cities-partnerships-programme
93,UCL researchers invited to apply for a Centre for Critical Heritage Small Grant,https://www.ucl.ac.uk/urban-lab/news/2018/jun/ucl-researchers-invited-apply-centre-critical-heritage-small-grant
94,Historian and broadcaster David Olusoga delivers 2018 Cities Imaginaries lecture,https://www.ucl.ac.uk/urban-lab/news/2018/may/historian-and-broadcaster-david-olusoga-delivers-2018-cities-imaginaries-lecture
95,Urban Rooms: Past - Present - Future exhibition on display until 18 May 2018,https://www.ucl.ac.uk/urban-lab/news/2018/may/urban-rooms-past-present-future-exhibition-display-until-18-may-2018
96,UCL appoints Dr Clare Melhuish as new Director of Urban Laboratory,https://www.ucl.ac.uk/urban-lab/news/2018/apr/ucl-appoints-dr-clare-melhuish-new-director-urban-laboratory
97,Hoe Street Community Bank opens in Walthamstow,https://www.ucl.ac.uk/urban-lab/news/2018/mar/hoe-street-community-bank-opens-walthamstow
98,Highlights from Urban Laboratory activities in 2017 featured in The Bartlett Review,https://www.ucl.ac.uk/urban-lab/news/2018/jan/highlights-urban-laboratory-activities-2017-featured-bartlett-review
99,Outlining the global fault lines of the 'slum' narrative,https://www.ucl.ac.uk/urban-lab/news/2018/jan/outlining-global-fault-lines-slum-narrative
100,"Call for papers: Cross-disciplinary conversations on sexualities, queerness and space",https://www.ucl.ac.uk/urban-lab/news/2018/jan/call-papers-cross-disciplinary-conversations-sexualities-queerness-and-space
101,Reorienting the Euro-centric bias in planning and urban studies,https://www.ucl.ac.uk/urban-lab/news/2017/nov/reorienting-euro-centric-bias-planning-and-urban-studies
102,Re-engaging with the histories of place: a report on the EDGE: Border symposium in Folkestone,https://www.ucl.ac.uk/urban-lab/news/2017/nov/re-engaging-histories-place-report-edge-border-symposium-folkestone
103,Call for Papers: Making Southern Urban Policies,https://www.ucl.ac.uk/urban-lab/news/2017/nov/call-papers-making-southern-urban-policies
104,"Doctoral funding available on the Urban Studies, Transport and Architectural Space ESRC DTP pathway",https://www.ucl.ac.uk/urban-lab/news/2017/nov/doctoral-funding-available-urban-studies-transport-and-architectural-space-esrc-dtp
105,Why is Lavani dance experiencing an urban revival in India?,https://www.ucl.ac.uk/urban-lab/news/2017/oct/why-lavani-dance-experiencing-urban-revival-india
106,Line-up announced for Situating Architecture lecture series,https://www.ucl.ac.uk/urban-lab/news/2017/sep/line-announced-situating-architecture-lecture-series
107,Introduction to the Urban Lab for new and returning UCL students,https://www.ucl.ac.uk/urban-lab/news/2017/sep/introduction-urban-lab-new-and-returning-ucl-students
108,"Programmes released for Edge - Situated Practice in Art, Architecture and Urbanism",https://www.ucl.ac.uk/urban-lab/news/2017/aug/programmes-released-edge-situated-practice-art-architecture-and-urbanism
109,"London LGBTQ+ venues have more than halved in past decade, Urban Lab report shows",https://www.ucl.ac.uk/urban-lab/news/2017/jul/london-lgbtq-venues-have-more-halved-past-decade-urban-lab-report-shows
110,"Edge - Situated Practice in Art, Architecture and Urbanism",https://www.ucl.ac.uk/urban-lab/news/2017/jul/edge-situated-practice-art-architecture-and-urbanism
111,Staff promotions announced by UCL,https://www.ucl.ac.uk/urban-lab/news/2017/jun/staff-promotions-announced-ucl
112,Urban Lab Films partner for the Architecture Film Festival London,https://www.ucl.ac.uk/urban-lab/news/2017/may/urban-lab-films-partner-architecture-film-festival-london
113,DPU SummerLab 2017: apply by 3 July for this year's global courses,https://www.ucl.ac.uk/urban-lab/news/2017/may/dpu-summerlab-2017-apply-3-july-years-global-courses
114,CfP: Genocide Memorialisation: Political Imaginaries and Public Materialities,https://www.ucl.ac.uk/urban-lab/news/2017/may/cfp-genocide-memorialisation-political-imaginaries-and-public-materialities
115,Engaged Urbanism in LSE Review of Books,https://www.ucl.ac.uk/urban-lab/news/2017/apr/engaged-urbanism-lse-review-books
116,Professor Matthew Beaumont contributes to Art Night book 'Expanding the City's Boundaries',https://www.ucl.ac.uk/urban-lab/news/2017/apr/professor-matthew-beaumont-contributes-art-night-book-expanding-citys-boundaries
117,New book on London's housing histories published,https://www.ucl.ac.uk/urban-lab/news/2017/apr/new-book-londons-housing-histories-published
118,New publication celebrates Brutalist architecture in Paris,https://www.ucl.ac.uk/urban-lab/news/2017/mar/new-publication-celebrates-brutalist-architecture-paris
119,Call for Papers: Urbanization Processes and Natural Morphologies,https://www.ucl.ac.uk/urban-lab/news/2017/feb/call-papers-urbanization-processes-and-natural-morphologies
120,Urban Laboratory projects featured in The Bartlett Review,https://www.ucl.ac.uk/urban-lab/news/2017/feb/urban-laboratory-projects-featured-bartlett-review
121,Urban Laboratory launches UCL SITE: Students in the east research project,https://www.ucl.ac.uk/urban-lab/news/2017/feb/urban-laboratory-launches-ucl-site-students-east-research-project
122,Call for Papers - Towards a Global Urban Geopolitics,https://www.ucl.ac.uk/urban-lab/news/2017/feb/call-papers-towards-global-urban-geopolitics
123,New book explores the ethics and philosophy of urban design,https://www.ucl.ac.uk/urban-lab/news/2017/jan/new-book-explores-ethics-and-philosophy-urban-design
124,Curating the City research cluster runs first workshop in new Centre for Critical Heritage Studies,https://www.ucl.ac.uk/urban-lab/news/2016/dec/curating-city-research-cluster-runs-first-workshop-new-centre-critical-heritage
125,Engaged Urbanism: Cities and Methodologies is out now!,https://www.ucl.ac.uk/urban-lab/news/2016/dec/engaged-urbanism-cities-and-methodologies-out-now
126,Call for UCL students to support research project on UCL developments in East London,https://www.ucl.ac.uk/urban-lab/news/2016/dec/call-ucl-students-support-research-project-ucl-developments-east-london
127,"Urban Studies, Transport and Architectural Space ESRC DTP pathway",https://www.ucl.ac.uk/urban-lab/news/2016/nov/urban-studies-transport-and-architectural-space-esrc-dtp-pathway
128,Call for UCL students to lead research project on UCL developments in East London,https://www.ucl.ac.uk/urban-lab/news/2016/nov/call-ucl-students-lead-research-project-ucl-developments-east-london
129,Clare Melhuish co-authored paper named Best Published Paper in City & Society,https://www.ucl.ac.uk/urban-lab/news/2016/nov/clare-melhuish-co-authored-paper-named-best-published-paper-city-society
